partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
Yale University,Introduction to Medical Software,"{"" Software Engineering"","" Software Testing"","" Entrepreneurship"","" User Research""}",4.8,119,Intermediate , Course , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Medical Software,Introduction to Medical Software 119 Intermediate 
University of Colorado Boulder,"Everyday Excel, Part 1","{"" Business Analysis"","" Data Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Spreadsheet Software"","" Critical Thinking"","" Problem Solving"","" Data Management"","" Mathematics"","" Data Visualization""}",4.7,3.2k,Beginner , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Everyday Excel, Part 1","Everyday Excel, Part 1 3.2k Beginner "
University of Minnesota,User Interface Design,"{"" Human Computer Interaction"","" User Experience"","" Research and Design"","" User Experience Design"","" User Research"","" Design and Product"","" Interactive Design"","" People Analysis"","" Product Design"","" Software Testing""}",4.6,1.7k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=User Interface Design,User Interface Design 1.7k Intermediate 
IESE Business School,Strategy and Sustainability,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Critical Thinking"","" Risk Management"","" Business Analysis"","" Business Transformation"","" Decision Making"","" Regulations and Compliance"","" Change Management"","" Planning""}",4.7,471,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Strategy and Sustainability,Strategy and Sustainability 471 Beginner 
University of Colorado System,C++ Programming for Unreal Game Development,"{"" Computer Programming"","" C Programming Language Family"","" Computer Programming Tools"","" Programming Principles""}",4.5,159,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=C++ Programming for Unreal Game Development,C++ Programming for Unreal Game Development 159 Intermediate 
University of Michigan,"Sleep: Neurobiology, Medicine, and Society","{""(714 reviews)""}",4.8,714,Beginner , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Sleep: Neurobiology, Medicine, and Society","Sleep: Neurobiology, Medicine, and Society 714 Beginner "
Columbia University,Introduction to Financial Engineering and Risk Management,"{"" Finance"","" Mathematics"","" Probability & Statistics"","" Risk Management"","" Securities Sales"","" Securities Trading""}",4.6,158,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Financial Engineering and Risk Management,Introduction to Financial Engineering and Risk Management 158 Intermediate 
University of Pittsburgh,Clinical Terminology for International and U.S. Students,"{"" Communication""}",4.8,3k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Clinical Terminology for International and U.S. Students,Clinical Terminology for International and U.S. Students 3k Beginner 
University of Illinois at Urbana-Champaign,Financial Planning for Young Adults,"{"" Finance"","" Financial Management"","" Leadership and Management"","" Planning"","" Cash Management"","" Decision Making"","" Account Management"","" Budget Management"","" Financial Analysis"","" Risk Management""}",4.6,1.3k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Financial Planning for Young Adults,Financial Planning for Young Adults 1.3k Beginner 
Pontificia Universidad Católica de Chile,English for Common Interactions in the Workplace: Basic Level,"{""(1.3k reviews)""}",4.7,1.3k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=English for Common Interactions in the Workplace: Basic Level,English for Common Interactions in the Workplace: Basic Level 1.3k Mixed 
Universidad Nacional Autónoma de México,Finanzas corporativas,"{"" Finance"","" Business Analysis"","" Accounting"","" Data Analysis"","" Mathematical Theory & Analysis"","" Mathematics"","" Account Management"","" Calculus"","" Financial Accounting"","" Financial Analysis"","" Investment Management"","" Operational Analysis"","" Applied Mathematics"","" Process Analysis"","" Banking"","" Behavioral Economics"","" Microsoft Excel"","" Business Process Management"","" Entrepreneurial Finance"","" Estimation"","" Financial Management"","" Leadership and Management"","" Operations Management"","" Risk Management"","" Econometrics""}",4.7,2.6k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Finanzas corporativas,Finanzas corporativas 2.6k Intermediate 
Coursera Project Network,Understanding Basic SQL Syntax,"{"" SQL""}",4.7,84,Beginner , Guided Project , Less Than 2 Hours,False,https://www.coursera.org/search?query=Understanding Basic SQL Syntax,Understanding Basic SQL Syntax 84 Beginner 
"Nanyang Technological University, Singapore",Introduction to Forensic Science,"{""(2.2k reviews)""}",4.9,2.2k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Forensic Science,Introduction to Forensic Science 2.2k Mixed 
University of Minnesota,Software Development Lifecycle,"{"" Software Engineering"","" Agile Software Development"","" Design and Product"","" Problem Solving"","" Software Architecture"","" Software Testing"","" Leadership and Management"","" Project Management"","" Scrum (Software Development)"","" Software Engineering Tools"","" Continuous Delivery"","" Product Development"","" User Experience"","" Application Development"","" Communication"","" Planning"","" Product Management"","" Collaboration"","" Estimation"","" Computer Programming Tools"","" System Software"","" Theoretical Computer Science"","" Search Engine Optimization"","" Investment Management""}",4.7,9k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Software Development Lifecycle,Software Development Lifecycle 9k Intermediate 
MathWorks,Image Processing for Engineering and Science,"{"" Matlab"","" Data Visualization"","" Computer Graphic Techniques"","" Computer Vision"","" Scientific Visualization"","" Visualization (Computer Graphics)""}",4.8,114,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Image Processing for Engineering and Science,Image Processing for Engineering and Science 114 Beginner 
Starweaver,Relationship Management and Business Development,"{"" Business Development"","" Customer Relationship Management"","" Leadership and Management""}",4.6,20,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Relationship Management and Business Development,Relationship Management and Business Development 20 Intermediate 
University of Colorado Boulder,Expressway to Data Science: Essential Math,"{"" Mathematics"","" Algebra"","" Calculus"","" Linear Algebra"","" Mathematical Theory & Analysis"","" Differential Equations"","" Plot (Graphics)"","" Problem Solving"","" Applied Mathematics"","" Graph Theory""}",4.5,308,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Expressway to Data Science: Essential Math,Expressway to Data Science: Essential Math 308 Intermediate 
Meta,React Basics,"{"" React (web framework)"","" Front-End Web Development"","" Javascript"","" Web Development""}",4.7,1.4k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=React Basics,React Basics 1.4k Beginner 
University of Colorado Boulder,Introduction to High-Performance and Parallel Computing,"{"" Computer Programming"","" Distributed Computing Architecture"","" Computational Thinking"","" Computer Architecture"","" Computer Programming Tools"","" Linux""}",3.2,81,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to High-Performance and Parallel Computing,Introduction to High-Performance and Parallel Computing 81 Beginner 
The Hong Kong University of Science and Technology,FinTech: Finance Industry Transformation and Regulation,"{"" FinTech"","" Finance"","" Risk Management"","" Banking"","" Leadership and Management"","" Innovation"","" Regulations and Compliance"","" BlockChain"","" E-Commerce"","" Financial Analysis"","" Business Process Management"","" Data Analysis"","" Exploratory Data Analysis"","" Payments"","" Business Development"","" Computer Security Incident Management"","" Human Factors (Security)""}",4.7,763,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=FinTech: Finance Industry Transformation and Regulation,FinTech: Finance Industry Transformation and Regulation 763 Beginner 
HRCI,Learning and Development,"{"" Training""}",4.7,100,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Learning and Development,Learning and Development 100 Beginner 
University of Michigan,Alexander Technique: Balanced Posture for Ease and Comfort,"{""Beginner · Course · 1 - 3 Months""}",,,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Alexander Technique: Balanced Posture for Ease and Comfort,Alexander Technique: Balanced Posture for Ease and Comfort nan Beginner 
University of Michigan,Introduction to Data Science in Python,"{"" Computer Programming"","" Data Analysis"","" Data Management"","" Python Programming"","" Statistical Programming"","" Data Mining"","" Extract"","" Transform"","" Load"","" Computer Programming Tools"","" Critical Thinking"","" Exploratory Data Analysis"","" General Statistics""}",4.5,26.8k,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Data Science in Python,Introduction to Data Science in Python 26.8k Intermediate 
Advancing Women in Tech,Real-World Cloud Product Management,"{"" Security Engineering"","" Cloud Computing"","" Business"","" Product Management""}",4.7,65,Beginner , Specialization , 1 - 3 Months,True,https://www.coursera.org/search?query=Real-World Cloud Product Management,Real-World Cloud Product Management 65 Beginner 
JetBrains,Kotlin for Java Developers,"{"" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Mathematics"","" Software Engineering""}",4.7,2k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Kotlin for Java Developers,Kotlin for Java Developers 2k Intermediate 
University of Illinois at Urbana-Champaign,Accounting Data Analytics,"{"" Python Programming"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Computer Programming"","" Data Visualization"","" Probability & Statistics"","" Regression"","" Data Structures"","" Plot (Graphics)"","" Accounting"","" General Statistics"","" Statistical Analysis"","" Algorithms"","" Databases"","" Machine Learning Algorithms"","" SQL"","" Theoretical Computer Science"","" Data Architecture"","" Microsoft Excel""}",4.7,517,Intermediate , Specialization , 3 - 6 Months,True,https://www.coursera.org/search?query=Accounting Data Analytics,Accounting Data Analytics 517 Intermediate 
IESE Business School,Claves de la Dirección de Empresas,"{"" Business Analysis"","" Leadership and Management"","" Strategy"","" Accounting"","" Communication"","" Finance"","" Data Analysis"","" Operational Analysis"","" Strategy and Operations"","" Calculus"","" Process Analysis"","" Business Psychology"","" Financial Accounting"","" Financial Analysis"","" Accounts Payable and Receivable"","" Business Intelligence"","" Culture"","" Human Resources"","" Market Analysis"","" Marketing"","" Media Strategy & Planning"","" Benefits"","" Collaboration"","" Influencing"","" Marketing Psychology"","" Persona Research"","" Behavioral Economics"","" General Accounting"","" Problem Solving""}",4.8,3.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Claves de la Dirección de Empresas,Claves de la Dirección de Empresas 3.2k Beginner 
Macquarie University,Analysing: Numeric and digital literacies,"{"" Business Analysis"","" Accounting"","" Finance"","" Data Analysis"","" Entrepreneurship"","" Business Intelligence"","" Customer Analysis"","" Data Visualization"","" Data Visualization Software"","" Financial Accounting"","" Big Data"","" Data Analysis Software"","" General Statistics"","" Leadership and Management"","" Management Accounting"","" Market Research"","" Marketing"","" Probability & Statistics"","" Research and Design"","" Correlation And Dependence"","" Financial Analysis"","" Probability Distribution"","" Financial Management"","" Communication"","" Digital Marketing"","" Market Analysis"","" Organizational Development"","" Tableau Software""}",4.6,1.1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Analysing: Numeric and digital literacies,Analysing: Numeric and digital literacies 1.1k Beginner 
"University of California, Irvine",Initiating and Planning Projects,"{"" Project Management"","" Conflict Management"","" Leadership and Management"","" Planning""}",4.7,22.4k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Initiating and Planning Projects,Initiating and Planning Projects 22.4k Mixed 
Meta,Fundamentals of Social Media Advertising,"{"" Advertising"","" Communication"","" Digital Marketing"","" Marketing"","" Sales"","" Marketing Design"","" Research and Design"","" Social Media"","" Brand Management""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Fundamentals of Social Media Advertising,Fundamentals of Social Media Advertising 2.1k Beginner 
"University of California, Davis",Health Information Literacy for Data Analytics,"{"" Data Analysis"","" Data Management"","" Clinical Data Management"","" Data Model"","" Data Structures"","" Databases"","" Leadership and Management"","" Data Warehousing"","" Big Data"","" Extract"","" Transform"","" Load""}",4.4,201,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Health Information Literacy for Data Analytics,Health Information Literacy for Data Analytics 201 Intermediate 
University of Geneva,Water Cooperation and Diplomacy,"{"" Negotiation""}",,,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Water Cooperation and Diplomacy,Water Cooperation and Diplomacy nan Intermediate 
University of California San Diego,Big Data,"{"" Data Analysis"","" Big Data"","" Data Management"","" Databases"","" Data Model"","" Exploratory Data Analysis"","" Machine Learning"","" Data Structures"","" Data Analysis Software"","" Data Visualization"","" SQL"","" Data Mining"","" Distributed Computing Architecture"","" Apache"","" Database Design"","" Extract"","" Transform"","" Load"","" Graph Theory"","" Probability & Statistics"","" Statistical Programming"","" Mathematics"","" Data Architecture"","" Data Warehousing"","" Machine Learning Algorithms"","" Process Analysis"","" Leadership and Management"","" Cloud Computing"","" PostgreSQL"","" Statistical Visualization"","" Algorithms"","" Human Learning""}",4.5,13.6k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Big Data,Big Data 13.6k Beginner 
The University of Notre Dame,Ethical Leadership,"{"" Leadership and Management"","" Communication""}",4.8,51,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Ethical Leadership,Ethical Leadership 51 Beginner 
LearnQuest,Mastering Final Cut Pro,"{"" Media Production"","" Computer Graphics"","" Graphics Software"","" Visual Design"","" Computer Graphic Techniques"","" Creativity"","" Interactive Design"","" Media Strategy & Planning"","" Social Media""}",4.5,197,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Mastering Final Cut Pro,Mastering Final Cut Pro 197 Beginner 
Emory University,Finance for Non-Financial Managers,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Accounting"","" General Accounting"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Leadership and Management"","" Business Analysis"","" Data Analysis""}",4.4,385,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Finance for Non-Financial Managers,Finance for Non-Financial Managers 385 Intermediate 
University of London,Refugees in the 21st Century,"{""(501 reviews)""}",4.8,501,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Refugees in the 21st Century,Refugees in the 21st Century 501 Beginner 
University of Pennsylvania,Operations Analytics,"{"" Data Analysis"","" Forecasting"","" Leadership and Management"","" Mathematical Theory & Analysis"","" Mathematics"","" Operations Management"","" Operations Research"","" Probability & Statistics"","" Spreadsheet Software"","" Statistical Analysis""}",4.7,5k,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Operations Analytics,Operations Analytics 5k Mixed 
LearnQuest,Introduction to Scrum Master Training,"{"" Agile Software Development"","" Collaboration"","" Leadership and Management"","" Planning"","" Product Development"","" Product Lifecycle"","" Product Management"","" Project Management"","" Scrum (Software Development)"","" Business Communication"","" Software Engineering""}",4.7,1.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Scrum Master Training,Introduction to Scrum Master Training 1.7k Beginner 
Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"{"" Human Learning"","" Planning""}",4.6,744,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Foundations of Teaching for Learning: Introduction,Foundations of Teaching for Learning: Introduction 744 Mixed 
University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Organizational Development"","" Business Psychology"","" Entrepreneurship"","" Marketing"","" Planning"","" Sales"","" Supply Chain and Logistics"","" Leadership Development"","" Performance Management"","" Risk Management""}",4.4,222,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Improving Leadership & Governance in Nonprofit Organizations,Improving Leadership & Governance in Nonprofit Organizations 222 Beginner 
Universidad de Palermo,Dirección y Gestión de Negocios,"{"" Communication"","" Marketing"","" Organizational Development"","" Process Analysis"","" Strategy"","" Business Communication"","" Business Intelligence"","" Decision Making"","" Leadership and Management"","" Negotiation"","" Persona Research"","" Continuous Integration"","" Econometrics"","" Human Resources"","" Innovation"","" Operational Analysis"","" Planning"","" Project Management"","" Strategy and Operations"","" Marketing Design"","" Marketing Management"","" Probability & Statistics"","" Probability Distribution"","" Behavioral Economics"","" Cloud Load Balancing"","" Computational Logic"","" Customer Analysis"","" Extract"","" Transform"","" Load"","" Finance"","" General Statistics"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1.6k,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Dirección y Gestión de Negocios,Dirección y Gestión de Negocios 1.6k Beginner 
HEC Paris,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Financial Analysis"","" Financial Management"","" Mathematics"","" Risk Management"","" Statistical Analysis"","" Market Analysis"","" Correlation And Dependence""}",4.6,733,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers 733 Intermediate 
IBM,Cybersecurity Compliance Framework & System Administration,"{"" Cryptography"","" Linux"","" System Software""}",4.7,3.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Cybersecurity Compliance Framework & System Administration,Cybersecurity Compliance Framework & System Administration 3.1k Beginner 
Johns Hopkins University,Foundations of Global Health,"{"" Leadership and Management"","" Training"","" Human Learning"","" Planning"","" Culture""}",4.7,1.1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Foundations of Global Health,Foundations of Global Health 1.1k Beginner 
Google Cloud,Building No-Code Apps with AppSheet,"{"" Application Development"","" Mobile Development Tools"","" Spreadsheet Software"","" User Experience"","" Data Management"","" Databases"","" Google Cloud Platform"","" User Experience Design"","" Cloud Applications"","" Mobile Development""}",4.7,124,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Building No-Code Apps with AppSheet,Building No-Code Apps with AppSheet 124 Beginner 
University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"{"" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Data Analysis"","" Statistical Analysis"","" Experiment"","" Probability Distribution"","" R Programming"","" Regression"","" Statistical Programming""}",4.7,518,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=A Crash Course in Causality:  Inferring Causal Effects from Observational Data,A Crash Course in Causality:  Inferring Causal Effects from Observational Data 518 Intermediate 
Microsoft,Data Modeling in Power BI,"{"" Data Analysis"","" Data Model"","" Power BI""}",4.3,90,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Data Modeling in Power BI,Data Modeling in Power BI 90 Beginner 
Google,The Nuts and Bolts of Machine Learning,"{"" Machine Learning"","" Python Programming""}",4.8,149,Advanced , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=The Nuts and Bolts of Machine Learning,The Nuts and Bolts of Machine Learning 149 Advanced 
IBM,Coding for Beginners: An Easy Introduction,"{"" Computer Programming"","" Python Programming""}",2.9,18,Beginner , Guided Project , Less Than 2 Hours,False,https://www.coursera.org/search?query=Coding for Beginners: An Easy Introduction,Coding for Beginners: An Easy Introduction 18 Beginner 
University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,"{""(2k reviews)""}",4.7,2k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Children's Human Rights - An Interdisciplinary Introduction,Children's Human Rights - An Interdisciplinary Introduction 2k Beginner 
Google,Цифровий маркетинг і електронна комерція від Google,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Problem Solving"","" Social Media"","" Advertising"","" Marketing Management"","" Search Engine Optimization"","" Strategy"","" Data Analysis"","" Sales"","" Market Analysis"","" Process Analysis"","" Advertising Sales"","" Algorithms"","" Business Analysis"","" Data Structures"","" Google App Engine"","" Web Development Tools"","" Account Management""}",4.9,1.2k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Цифровий маркетинг і електронна комерція від Google,Цифровий маркетинг і електронна комерція від Google 1.2k Beginner 
Johns Hopkins University,Data Science: Statistics and Machine Learning,"{"" R Programming"","" Data Analysis"","" Statistical Analysis"","" Statistical Programming"","" Probability & Statistics"","" Statistical Machine Learning"","" General Statistics"","" Machine Learning Algorithms"","" Human Learning"","" Machine Learning"","" Problem Solving"","" Statistical Tests"","" Regression"","" Computer Programming"","" Algorithms"","" Applied Machine Learning"","" Correlation And Dependence"","" Data Model"","" Estimation"","" Probability Distribution"","" Machine Learning Software"","" Natural Language Processing"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Computer Graphics"","" Data Visualization"","" Interactive Data Visualization"","" Plot (Graphics)"","" Product Development"","" Web Development""}",4.4,7.1k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Data Science: Statistics and Machine Learning,Data Science: Statistics and Machine Learning 7.1k Intermediate 
University of London,Foundations of Data Science: K-Means Clustering in Python,"{"" Data Analysis"","" Computer Programming"","" Python Programming"","" Statistical Analysis"","" Statistical Programming"","" Applied Machine Learning"","" Basic Descriptive Statistics"","" Data Visualization"","" General Statistics"","" Machine Learning"","" Machine Learning Algorithms""}",4.6,619,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Foundations of Data Science: K-Means Clustering in Python,Foundations of Data Science: K-Means Clustering in Python 619 Beginner 
"University of California, Irvine",Conflict Management,"{"" Collaboration"","" Communication"","" Conflict Management"","" Leadership and Management""}",4.4,2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Conflict Management,Conflict Management 2k Beginner 
Sciences Po,Politics and Economics of International Energy,"{""(1.7k reviews)""}",4.7,1.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Politics and Economics of International Energy,Politics and Economics of International Energy 1.7k Beginner 
IBM,"Penetration Testing, Incident Response and Forensics","{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Computer Programming"","" Leadership and Management""}",4.6,2.2k,Beginner , Course , 1 - 4 Weeks,False,"https://www.coursera.org/search?query=Penetration Testing, Incident Response and Forensics","Penetration Testing, Incident Response and Forensics 2.2k Beginner "
Duke University,English Composition I,"{"" Writing""}",4.6,1.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=English Composition I,English Composition I 1.1k Beginner 
University of Colorado System,Data Warehousing for Business Intelligence,"{"" Data Warehousing"","" Data Management"","" Databases"","" Database Design"","" Business Intelligence"","" Data Model"","" Database Administration"","" Business Analysis"","" SQL"","" Data Analysis"","" Data Architecture"","" Warehouse Management"","" Data Visualization"","" Leadership and Management"","" Systems Design"","" Database Application"","" Extract"","" Transform"","" Load"","" Critical Thinking"","" Performance Management"","" Marketing Design""}",4.5,3.9k,Advanced , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Data Warehousing for Business Intelligence,Data Warehousing for Business Intelligence 3.9k Advanced 
University of California San Diego,Algorithmic Toolbox,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Computer Programming Tools"","" Computational Logic"","" Data Structures"","" Programming Principles"","" Software Testing""}",4.6,12.3k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Algorithmic Toolbox,Algorithmic Toolbox 12.3k Intermediate 
University of Toronto,Gender Analytics: Gender Equity through Inclusive Design,"{"" Research and Design"","" Critical Thinking"","" Organizational Development"","" People Analysis"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Emotional Intelligence"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Business Psychology"","" Communication"","" Data Management"","" Human Resources"","" Leadership Development"","" Problem Solving"","" Strategy"","" User Experience Design"","" Change Management"","" General Statistics"","" Human Computer Interaction"","" Innovation"","" Probability & Statistics"","" Statistical Analysis"","" User Experience"","" Creativity"","" Market Research""}",4.8,478,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Gender Analytics: Gender Equity through Inclusive Design,Gender Analytics: Gender Equity through Inclusive Design 478 Beginner 
Coursera Project Network,ChatGPT for Beginners: Save time with Microsoft Excel,"{"" Data Management"","" Microsoft Excel""}",4.6,27,Intermediate , Guided Project , Less Than 2 Hours,False,https://www.coursera.org/search?query=ChatGPT for Beginners: Save time with Microsoft Excel,ChatGPT for Beginners: Save time with Microsoft Excel 27 Intermediate 
University of Western Australia,Blood Film Morphology - A Practical Guide,"{""(50 reviews)""}",4.8,50,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Blood Film Morphology - A Practical Guide,Blood Film Morphology - A Practical Guide 50 Intermediate 
Louisiana State University,Flores Master of Business Administration,{Degree},,,Degree,,,False,https://www.coursera.org/search?query=Flores Master of Business Administration,Flores Master of Business Administration nan Degree
University of Illinois at Urbana-Champaign,Managerial Economics and Business Analysis,"{"" Market Analysis"","" Finance"","" Business Analysis"","" Financial Analysis"","" Data Analysis"","" Behavioral Economics"","" Decision Making"","" Econometrics"","" Probability & Statistics"","" Accounting"","" Banking"","" General Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Accounting"","" Financial Management"","" Strategy and Operations"","" Investment Management"","" Market Research"","" Probability Distribution"","" Regulations and Compliance"","" Marketing"","" Risk Management"","" Securities Trading"","" Statistical Tests"","" Correlation And Dependence"","" Securities Sales"","" Strategy"","" Taxes"","" Game Theory"","" Microsoft Excel""}",4.8,3.8k,Beginner , Specialization , 3 - 6 Months,True,https://www.coursera.org/search?query=Managerial Economics and Business Analysis,Managerial Economics and Business Analysis 3.8k Beginner 
Infosec,Python for Cybersecurity,"{"" Python Programming"","" Computer Programming""}",4.5,334,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Python for Cybersecurity,Python for Cybersecurity 334 Intermediate 
University of Colorado Boulder,Introduction to Systems Engineering,"{"" Risk Management""}",5.0,17,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Systems Engineering,Introduction to Systems Engineering 17 Beginner 
University of Pennsylvania,People Analytics,"{"" Data Analysis"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Organizational Development"","" People Analysis"","" People Management"","" Performance Management"","" Talent Management"","" People Development"","" Collaboration""}",4.6,5.9k,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=People Analytics,People Analytics 5.9k Mixed 
University of Virginia,Foundations of Business Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Market Analysis""}",4.8,2.9k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Foundations of Business Strategy,Foundations of Business Strategy 2.9k Beginner 
National Academy of Sports Medicine,Science of Diet and Exercise,"{""(35 reviews)""}",4.6,35,Intermediate , Specialization , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Science of Diet and Exercise,Science of Diet and Exercise 35 Intermediate 
"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,"{"" Writing""}",4.8,2.5k,Advanced , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Learn English: Advanced Grammar and Punctuation,Learn English: Advanced Grammar and Punctuation 2.5k Advanced 
IBM,"Introduction to Containers w/ Docker, Kubernetes & OpenShift","{"" Kubernetes"","" Docker (Software)"","" Cloud Computing""}",4.4,630,Intermediate , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Introduction to Containers w/ Docker, Kubernetes & OpenShift","Introduction to Containers w/ Docker, Kubernetes & OpenShift 630 Intermediate "
Imperial College London,Epidemiology for Public Health,"{"" Epidemiology"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Critical Thinking"","" Statistical Tests"","" Research and Design"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Biostatistics"","" Problem Solving"","" Regression"","" Experiment""}",4.8,1.1k,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Epidemiology for Public Health,Epidemiology for Public Health 1.1k Beginner 
